## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.custom1,entity.custom2,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7,entity.custom8,entity.custom9,entity.custom10,...
1,Boomers,Throwbacks, ,https://images.swm.digital/image?u=https://production-mediacms-utility-hsyp63r9v13b.s3-ap-southeast-2.amazonaws.com/media/10370/boomers-shelfimage.jpg&q=70&w=166, ,https://7plus.com.au/boomers, , , ,,,,,,,,,,
2,Always Greener,Throwbacks, ,https://images.swm.digital/image?u=https://production-mediacms-utility-hsyp63r9v13b.s3-ap-southeast-2.amazonaws.com/media/13393/algr-algr-thumbnail.jpg&q=70&w=166, ,https://7plus.com.au/always-greener, , , ,,,,,,,,,,
3,Blue Heelers,Throwbacks, ,https://images.swm.digital/image?u=https://production-mediacms-utility-hsyp63r9v13b.s3-ap-southeast-2.amazonaws.com/media/24343/blue-heelers-shelfimage.jpg&q=70&w=166, ,https://7plus.com.au/blue-heelers, , , ,,,,,,,,,,
4,A Country Practice,Throwbacks, ,https://images.swm.digital/image?u=https://production-mediacms-utility-hsyp63r9v13b.s3-ap-southeast-2.amazonaws.com/media/21758/cnp-shelfimage.jpg&q=70&w=166, ,https://7plus.com.au/a-country-practice, , , ,,,,,,,,,,
5,Farmer Wants a Wife,Popular Shows, ,https://images.swm.digital/image?u=https://production-mediacms-utility-hsyp63r9v13b.s3-ap-southeast-2.amazonaws.com/media/31177/fwaw_7plus_assets_v2_shelfimage.jpg&q=70&w=166, ,https://7plus.com.au/farmer-wants-a-wife, , , ,,,,,,,,,,
6,Dancing with the Stars,Popular Shows, ,https://images.swm.digital/image?u=https://production-mediacms-utility-hsyp63r9v13b.s3-ap-southeast-2.amazonaws.com/media/29743/20364_ch7_dwts21_allstars_showart_shelfimage.jpg&q=70&w=166, ,https://7plus.com.au/dancing-with-the-stars-all-stars, , , ,,,,,,,,,,
7,Big Brother,Popular Shows, ,https://images.swm.digital/image?u=https://production-mediacms-utility-hsyp63r9v13b.s3-ap-southeast-2.amazonaws.com/media/29399/microsoftteams-image-1.jpg&q=70&w=166, ,https://7plus.com.au/big-brother, , , ,,,,,,,,,,
8,One Tree Hill,Popular Shows,  ,https://images.swm.digital/image?u=https://production-mediacms-utility-hsyp63r9v13b.s3-ap-southeast-2.amazonaws.com/media/19834/onth-shelfimage.jpg&q=70&w=166, ,https://7plus.com.au/one-tree-hill, , , ,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,
